word,boundaries,gloss,lemma,POS,,,
368,,,,,,,
"erek bišin keɲələ ariŋqə Utaqan, noŋən gunnə:",,,,,,,
"А хозяйка всё ещё орущей своры, а это была злая ведьма Утакан, говорит:",,,,,,,
,,,,,,,
erek,erek,dem.prox,erek,ADV,,,
bišin,bi-ši-n,быть-pst-3sg,bidej,VERB,,,
keɲələ,keɲələ,плохой,,ADJ,,,
ariŋqə,ariŋqə,черт,,NOUN,584,,
Utaqan,Utaqan,Утакан,Utakan,PROPN,,,
",",,,,PUNCT,,,
noŋən,noŋə-n,он-poss.3sg,noŋan,PRON,,,
gunnə,gu-n-nə,сказать-nfut-3sg,gɵndej,VERB,,,
:,,,,PUNCT,,,
,,,,,,,
,,,,,,,
369,,,,,,,
"- mata, edlei irə min ďučantəkiwu, onnə moγaqu?",,,,,,,
"— Мата, прежде чем зайти в мою захудалую юрту холодную, помог бы нарубить дрова.",,,,,,,
,,,,,,,
-,,,,PUNCT,,,
mata,mata,дружище,mata,NOUN,,,
",",,,,PUNCT,,,
edlei,e-dle-i,neg.aux-neg.term-poss.refl.sg,edej,VERB,,,
irə,i-rə,входить-cvb.neg,,VERB,585,,
min,min,я.obl,bi,PRON,,,
ďučantəkiwu,ďu-čan-təki-wu,дом-dim2-dir-poss.1sg,d'u,NOUN,,,
",",,,,PUNCT,,,
onnə,on-nə,рубить-imp,,VERB,586,,
moγaqu,mo-γa-qu,дерево-dst-poss.1sg,,NOUN,587,,
?,,,,PUNCT,,,
,,,,,,,
,,,,,,,
370,,,,,,,
Oje barəγrən noŋəndun:,,,,,,,
Ое тут же оборвал её:,,,,,,,
,,,,,,,
Oje,Oje,Ое,Oje,PROPN,,,
barəγrən,barəγ-rə-n,отвечать-pst-3sg,барагдай,VERB,,,
noŋəndun,noŋən-du-n,он-dat-poss.3sg,,PRON,588,,
:,,,,PUNCT,,,
,,,,,,,
,,,,,,,
371,,,,,,,
"- ulitlə-kəne minu, tarəqəm kelmetlə!",,,,,,,
"— Вначале накорми меня, а потом заставляй!",,,,,,,
,,,,,,,
-,,,,PUNCT,,,
ulitlə,ulit-lə,кормить-imp,,VERB,589,,
kəne,kəne,emph,,PART,590,,
minu,min-u,я.obl-acc,bi,PRON,,,
",",,,,PUNCT,,,
tarəqəm,tarəqə-m,dem.dist-acc,tarak,ADV,,,
kelmetlə,kelme-t-lə,слуга-have-imp,,VERB,591,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
372,,,,,,,
- jami təqunšinnə?,,,,,,,
— Что такой сердитый?,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
jami,jami,почему,jami,ADV,,,
təqunšinnə,təqun-ši-nnə,злиться-nfut-2sg,,VERB,592,,
?,,,,PUNCT,,,
,,,,,,,
,,,,,,,
373,,,,,,,
bik-kə daγrəč gaščirəm...,,,,,,,
Я ж только прошу...,,,,,,,
,,,,,,,
bikkə,bi=kkə,я=emph,,PRON,593,,
daγrəč,daγrəč,просто,,ADV,,,
gaščirəm,gašči-rə-m,просить-nfut-1sg,,VERB,594,,
...,,,,PUNCT,,,
,,,,,,,
,,,,,,,
374,,,,,,,
ebďendə-čeken!,,,,,,,
Чудной какой!,,,,,,,
,,,,,,,
ebďendə,ebďen-də,веселье-adj.rel,ebd'endi,ADJ,,,
čeken,čeken,restr,,PART,595,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
375,,,,,,,
"- tək ajič ďaluďim, uri milterewkenďim, tarəməq teďeďinnə, irročin bi bišim!",,,,,,,
"— Вот наемся, брюхо набью, тогда узнаешь, какой я!",,,,,,,
,,,,,,,
-,,,,PUNCT,,,
tək,tək,сейчас,t'ek,ADV,,,
ajič,aji-č,хороший-ins,,ADJ,596,,
ďaluďim,ďalu-ďi-m,наесться-fut-1sg,,VERB,597,,
",",,,,PUNCT,,,
uri,ur-i,живот-poss.refl.sg,,NOUN,598,,
milterewkenďim,miltere-wken-ďi-m,полный-caus-fut-1sg,,VERB,599,,
",",,,,PUNCT,,,
tarəməq,tarə=məq,dem.dist=restr2,,ADV,600,,
teďeďinnə,teďe-ďi-nnə,поверить-fut-2sg,,VERB,601,,
",",,,,PUNCT,,,
irročin,irročin,который,,PRON,,,
bi,bi,я,bi,PRON,,,
bišim,bi-ši-m,быть-pst-1sg,bidej,VERB,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
376,,,,,,,
"- čaš, qamuw.",,,,,,,
— Ну ладно.,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
čaš,čaš,ну,čas,PART,,,
",",,,,PUNCT,,,
qamuw,qamuw,ладно,kamuw,ADV,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
377,,,,,,,
erek abəlqaqan ullə.,,,,,,,
Вот последний кусок.,,,,,,,
,,,,,,,
erek,erek,dem.prox,erek,ADV,,,
abəlqaqan,abəl-qaqan,мало-dim3,abal,ADV,602,,
ullə,ullə,мясо,,,603,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
378,,,,,,,
"oleďim, tarmə moŋu-da ačča.",,,,,,,
"Можно сварить, да дров нет.",,,,,,,
,,,,,,,
oleďim,ole-ďi-m,варить-fut-1sg,,VERB,604,,
",",,,,PUNCT,,,
tarmə,tarmə,а.вот,tarma,ADV,,,
moŋu,mo-ŋ-u,дерево-al.poss-acc,,NOUN,605,,
da,da,add,,PART,606,,
ačča,ačča,neg.pred,ečče,PART,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
379,,,,,,,
- gerbəčinnə bi ŋinəš bišim?,,,,,,,
"— Я тебе что, собака твоя?",,,,,,,
,,,,,,,
-,,,,PUNCT,,,
gerbəčinnə,gerbə-či-∅-nnə,называть-res-nfut-2sg,,VERB,607,,
bi,bi,я,bi,PRON,,,
ŋinəš,ŋinə-š,собака-poss.2sg,,NOUN,608,,
bišim,bi-ši-m,быть-pst-1sg,bidej,VERB,,,
?,,,,PUNCT,,,
,,,,,,,
,,,,,,,
380,,,,,,,
ač irčele ulennə!..,,,,,,,
Сырое подбросила!..,,,,,,,
,,,,,,,
ač,ač,neg,eč,PART,,,
irčele,irče-le,спелый-adj.negposs,irče,ADJ,609,,
ulennə,ule-∅-nnə,бросать-nfut-2sg,,VERB,610,,
!,,,,PUNCT,,,
..,..,,,,,,
,,,,,,,
,,,,,,,
381,,,,,,,
"čaš, ultendule menken čaritčim.",,,,,,,
Ну хоть в золе подпарю.,,,,,,,
,,,,,,,
čaš,čaš,ну,čas,PART,,,
",",,,,PUNCT,,,
ultendule,ulten-dule,зола-loc,,NOUN,,,
menken,men-ken,refl-dim,menken,ADV,,,
čaritčim,čari-t-či-m,жарить-res-fut-1sg,,VERB,611,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
382,,,,,,,
"- Oje ullin ulləŋi ultendule, ɲan toγi ajčiďillən.",,,,,,,
— Ое бросил мясо на чуть тлеющие угли и стал ворошить костёр.,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
Oje,Oje,Ое,Oje,PROPN,,,
ullin,ul-li-n,бросать-pst-3sg,,VERB,612,,
ulləŋi,ullə-ŋ-i,мясо-al.poss-poss.refl.sg,,NOUN,613,,
ultendule,ulten-dule,зола-loc,,NOUN,,,
",",,,,PUNCT,,,
ɲan,ɲan,и,ɲan,CCONJ,,,
toγi,toγ-i,огонь-poss.refl.sg,,NOUN,614,,
ajčiďillən,ajčiďi-l-lə-n,-inch-pst-3sg,,VERB,615,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
383,,,,,,,
ultendule itu baqrin...,,,,,,,
И вдруг из пепла выковырнул зуб...,,,,,,,
,,,,,,,
ultendule,ulten-dule,зола-loc,,NOUN,,,
itu,it-u,зуб-acc,,NOUN,,,
baqrin,baq-ri-n,находить-pst-3sg,baktaj,VERB,,,
...,,,,PUNCT,,,
,,,,,,,
,,,,,,,
384,,,,,,,
Utaqan oŋnəqan gunnə:,,,,,,,
"Утакан, заметив это, заохала так жалобно:",,,,,,,
,,,,,,,
Utaqan,Utaqan,Утакан,Utakan,PROPN,,,
oŋnəqan,oŋ-nəqan,заметить-sim.sg,,VERB,616,,
gunnə,gu-n-nə,сказать-nfut-3sg,gɵndej,VERB,,,
:,,,,PUNCT,,,
,,,,,,,
,,,,,,,
385,,,,,,,
- itə-wu təkritəne.,,,,,,,
— Зубы что-то у меня стали выпадать.,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
itəwu,itə-wu,зуб-acc,,NOUN,617,,
təkritəne,tək-ri-tən=e,упасть-pst-3pl=emph,,VERB,619,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
386,,,,,,,
"uməntə-ken ai itu emebtən, - imaďillən itu toγla.",,,,,,,
"Последний здоровый зуб, — и сама стала прибирать очаг, зарыв зуб поглубже.",,,,,,,
,,,,,,,
uməntəken,umen=təken,единственный=restr,ɵmen,ADJ,620,,
ai,ai,хороший,aj,ADJ,,,
itu,it-u,зуб-acc,,NOUN,,,
emebtən,eme-b-tə-n,приходить-med-pst-3sg,emebdej,VERB,,,
",",,,,PUNCT,,,
-,,,,PUNCT,,,
imaďillən,ima-ďi-l-lə-n,засыпать-prog-inch-pst-3sg,,VERB,621,,
itu,it-u,зуб-acc,,NOUN,,,
toγla,toγ-la,огонь-loc,,NOUN,622,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
387,,,,,,,
"- bi-bəďi arəm, irročin itəš, atəqaqai.",,,,,,,
"— Знаю, какие у тебя зубы, карга старая.",,,,,,,
,,,,,,,
-,,,,PUNCT,,,
bi,bi,я,bi,PRON,,,
bəďi,bəďi,pejor,,PART,623,,
arəm,a-rə-m,знать-nfut-1sg,,VERB,624,,
",",,,,PUNCT,,,
irročin,irročin,который,,PRON,,,
itəš,itə-š,зуб-poss.3sg,,NOUN,625,,
",",,,,PUNCT,,,
atəqaqai,atəqa-qai,старуха-aug,,NOUN,626,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
388,,,,,,,
koječip ďuləpki.,,,,,,,
Посмотрим.,,,,,,,
,,,,,,,
koječip,koje-či-p,смотреть-fut-1pl.inc,,VERB,627,,
ďuləpki,ďuləpki,вперёд,d'ulepki,ADV,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
389,,,,,,,
- ďaluriš? - moeγttən Utaqan.,,,,,,,
— Поел? — торопится Утакан.,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
ďaluriš,ďalu-ri-š,наесться-pst-2sg,,VERB,628,,
?,,,,PUNCT,,,
-,,,,PUNCT,,,
moeγttən,moeγ-t-tə-n,торопиться-prog-pst-3sg,,VERB,629,,
Utaqan,Utaqan,Утакан,Utakan,PROPN,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
390,,,,,,,
- tək amnəq molďidďip.,,,,,,,
— Будем готовить дрова без передыху.,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
tək,tək,сейчас,t'ek,ADV,,,
amnəq,amnəq,скоро,amnak,ADV,,,
molďidďip,mo-l-ďid-ďi-p,дерево-gather-prog-fut-1pl.inc,,VERB,630,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
391,,,,,,,
"dabduqanďinnə, inu ŋinəldu uleďim, keɲələ-bəďi.",,,,,,,
"Если ты первый сдашься, собакам брошу тебя, как негодного.",,,,,,,
,,,,,,,
dabduqanďinnə,dabd-uqan-ďi-nnə,проигрывать-caus-fut-2sg,дабаттай,VERB,,,
",",,,,PUNCT,,,
inu,in-u,ты.obl-acc,i,PRON,,,
ŋinəldu,ŋinə-l-du,собака-pl-dat,,NOUN,631,,
uleďim,ule-ďi-m,бросать-fut-1sg,,VERB,632,,
",",,,,PUNCT,,,
keɲələ,keɲələ,плохой,,ADJ,,,
bəďi,bəďi,pejor,,PART,633,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
392,,,,,,,
- ŋinəl nibgəndattən inəč.,,,,,,,
— Лучше уж самой тобой подавятся.,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
ŋinəl,ŋinə-l,собака-pl,,NOUN,,,
nibgəndattən,nibgən-da-ttən,подавиться-purp-3pl,,VERB,634,,
inəč,inə-č,ты-ins,i,PRON,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
393,,,,,,,
- Oje təqullən iqutəč.,,,,,,,
— Ое озлился поневоле.,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
Oje,Oje,Ое,Oje,PROPN,,,
təqullən,təqu-l-lə-n,злиться-inch-pst-3sg,,VERB,635,,
iqutəč,iqutə-č,тихий-ins,ikutič,ADV,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
394,,,,,,,
gurgewčiďillə.,,,,,,,
Взялись за работу.,,,,,,,
,,,,,,,
gurgewčiďillə,gurge-wči-ďi-l-lə-∅,работа-vbz-prog-inch-nfut-3pl,,VERB,636,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
395,,,,,,,
Oje mow iqutəč ŋalďi kibəqrən.,,,,,,,
Ое хворост ломает руками.,,,,,,,
,,,,,,,
Oje,Oje,Ое,Oje,PROPN,,,
mow,mo-w,дерево-acc,mo,NOUN,,,
iqutəč,iqutə-č,тихий-ins,ikutič,ADV,,,
ŋalďi,ŋal-ďi,рука-ins,,NOUN,637,,
kibəqrən,kibə-q-rə-n,ломать-plur-pst-3sg,,VERB,638,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
396,,,,,,,
"enŋəldulei kibəlďin, motqan daγrəč deγottən.",,,,,,,
Об коленку стукнет — и только щепки летят от ударов.,,,,,,,
,,,,,,,
enŋəldulei,enŋə-l-dule-i,колено-pl-loc-poss.refl.sg,,NOUN,639,,
deγ-ot-tə-n,kibə-l-ďi-n,ломать-inch-fut-3sg,,VERB,640,,
",",,,,PUNCT,,,
motqan,mo=tqan,дерево=restr,,NOUN,641,,
daγrəč,daγrəč,просто,,ADV,,,
deγottən,deγ-ot-tə-n,лететь-freq-pst-3sg,,VERB,642,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
397,,,,,,,
"tarročim ittəďi, Utaqan eŋuləďennə.",,,,,,,
"Завидев такое, Утакан перепугалась.",,,,,,,
,,,,,,,
tarročim,tarroči-m,такой-acc,tarročin,ADJ,,,
ittəďi,it-təďi,видеть-ant.sg,ittej,VERB,,,
",",,,,PUNCT,,,
Utaqan,Utaqan,Утакан,Utakan,PROPN,,,
eŋuləďennə,eŋu-lə-ďen-∅-nə,ужас-inch-dur-nfut-3sg,,VERB,643,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
398,,,,,,,
"tabəč, edei dabduwrə, ďawrin tobaqčami, noŋən-qə menken onnotən mowə.",,,,,,,
"Но тоже не отстаёт, еле удерживая колдовской топорик, который сам рубит.",,,,,,,
,,,,,,,
tabəč,tabəč,а.это,tabač,ADV,,,
",",,,,PUNCT,,,
edei,e-de-i,neg.aux-purp-poss.refl.sg,edej,VERB,,,
dabduwrə,dabdu-w-rə,проигрывать-ad-cvb.neg,,VERB,644,,
",",,,,PUNCT,,,
ďawrin,ďaw-ri-n,поймать-pst-3sg,d'awdaj,VERB,,,
tobaqčami,tobaq-ča-mi,топор-dim2-poss.refl.sg,,NOUN,,,
",",,,,PUNCT,,,
noŋən,noŋə-n,он-poss.3sg,noŋan,PRON,,,
qə,qə,emph,,PART,645,,
menken,men-ken,refl-dim,menken,ADV,,,
onnotən,on-no-tə-n,рубить-freq-pst-3sg,,VERB,646,,
mowə,mo-wə,дерево-acc,,NOUN,647,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
399,,,,,,,
"Oje-nen iwinəken mowəďottən daγrəč, etende irašnə.",,,,,,,
"А Ое всё так же играючи крушит дрова, ни разу даже не вздохнув.",,,,,,,
,,,,,,,
Oje,Oje,Ое,Oje,PROPN,,,
nen,nen,emph,,PART,648,,
iwinəken,iwi-nəken,играть-sim.sg,,VERB,649,,
mowəďottən,mo-wə-ďot-tə-n,дерево-idk-freq-pst-3sg,,VERB,650,,
daγrəč,daγrəč,просто,,ADV,,,
",",,,,PUNCT,,,
etende,e-te-n=de,neg.aux-nfut-3sg=add,edej,VERB,,,
irašnə,ira-š-nə,дышать-mom-cvb.neg,,VERB,651,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
400,,,,,,,
"- inmač, inmač!",,,,,,,
"— Быстрее, побойчее!",,,,,,,
,,,,,,,
-,,,,PUNCT,,,
inmač,inma-č,быстрый-ins,inmač,ADV,,,
",",,,,PUNCT,,,
inmač,inma-č,быстрый-ins,inmač,ADV,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
401,,,,,,,
"oq bi alačidďim, - ošeiddən Oje.",,,,,,,
"А то мне некогда, — подгоняет Ое.",,,,,,,
,,,,,,,
oq,oq,когда,ok,ADV,,,
bi,bi,я,bi,PRON,,,
alačidďim,alači-d-ďi-m,ждать-prog-fut-1sg,alattaj,VERB,652,,
",",,,,PUNCT,,,
-,,,,PUNCT,,,
ošeiddən,ošei-d-də-n,дразнить-prog-pst-3sg,,VERB,653,,
Oje,Oje,Ое,Oje,PROPN,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
402,,,,,,,
"Utaqangəl ošelləďenən, turkučillən tobaqčami ďawətŋa, ɲan tobaqčannə’ dəllon kokekən nadnə.",,,,,,,
"Напоследок Утакан выдохлась, не смогла удержать топорик, и тот раскроил ей голову заместо палки насмерть.",,,,,,,
,,,,,,,
Utaqangəl,Utaqan-gəl,Утакан=emph,,PROPN,654,,
ošelləďenən,oše-l-lə-ďe-nə-n,недомогать-inch-idk-dur-pst-3sg,,VERB,655,,
",",,,,PUNCT,,,
turkučillən,turku-či-l-lə-n,не.мочь-res-inch-pst-3sg,,VERB,656,,
tobaqčami,tobaq-ča-mi,топор-dim2-poss.refl.sg,,NOUN,,,
ďawətŋa,ďawə-t-ŋa,взять-res-cvb.neg.mod,,VERB,657,,
",",,,,PUNCT,,,
ɲan,ɲan,и,ɲan,CCONJ,,,
tobaqčannə,tobaq-čan-nə,топор-dim2-poss.3sg,,NOUN,658,,
’,’,,,,,,
dəllon,dəl-lo-n,голова-acc-poss.3sg,,NOUN,659,,
kokekən,koke-kən,гибнуть-term,,VERB,660,,
nadnə,na-d-nə,наткнуться-nfut-3sg,nadaj,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
403,,,,,,,
"Oje irin ďutkin, koječiďillən.",,,,,,,
"После Ое прошёл в юрту, стал осматривать.",,,,,,,
,,,,,,,
Oje,Oje,Ое,Oje,PROPN,,,
irin,i-ri-n,входить-pst-3sg,idej,VERB,,,
ďutkin,ďu-tki-n,дом-dir-poss.3sg,d'u,NOUN,,,
",",,,,PUNCT,,,
koječiďillən,koje-či-ďi-l-lə-n,смотреть-res-prog-inch-pst-3sg,kojedej,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
404,,,,,,,
elbək amərdalan noqutən ojal qorətəl.,,,,,,,
"В задней части, за пологом, шест обнаружил, а на нём уши человеческие развешаны.",,,,,,,
,,,,,,,
elbək,elbək,полог,elbek,NOUN,,,
amərdalan,amərda-la-n,зад-loc-poss.3sg,,ADP,661,,
noqutən,noqu-∅-tən,висеть-nfut-3pl,,VERB,,,
ojal,oja-l,многочисленный-pl,,ADJ,662,,
qorətə-l,qorətəl,ухо-pl,korit,NOUN,663,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
405,,,,,,,
tala-da noqutən Kurnəčaŋa qorətən.,,,,,,,
Самым последним висело рваное ухо брата Курнычана.,,,,,,,
,,,,,,,
tala,ta-la,dem.dist-loc,tarak,ADV,,,
da,da,add,,PART,664,,
noqutən,noqu-tə-n,висеть-pst-3sg,,VERB,,,
Kurnəčaŋa,Kurnəča-ŋa,Курнычан-al.poss,,PROPN,665,,
qorətən,qorət-ən,ухо-poss.3sg,korit,NOUN,666,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
406,,,,,,,
"erek Oje, irqunəmi ďawrin čiŋəči.",,,,,,,
"Это Ое когда-то, балуясь, задел крючком.",,,,,,,
,,,,,,,
erek,erek,dem.prox,erek,ADV,,,
Oje,Oje,Ое,Oje,PROPN,,,
",",,,,PUNCT,,,
irqunəmi,irqunə-mi,скакать-cond.ss,irqundej,VERB,667,,
ďawrin,ďaw-ri-n,поймать-pst-3sg,d'awdaj,VERB,,,
čiŋəči,čiŋə-či,крючок-ins,čiŋəč,NOUN,668,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
407,,,,,,,
"gadən taraw qorətu, untəw qorətəw imarin.",,,,,,,
"Забрал он эту отметину, а остальные зарыл в золу.",,,,,,,
,,,,,,,
gadən,ga-də-n,взять-pst-3sg,gadaj,VERB,,,
taraw,tara-w,dem.dist-acc,tarak,ADV,,,
qorətu,qorət-u,ухо-acc,,NOUN,669,,
",",,,,PUNCT,,,
untəw,untə-w,другой-acc,,ADJ,670,,
qorətəw,qorətə-w,ухо-acc,korit,NOUN,,,
imarin,ima-ri-n,засыпать-pst-3sg,imadaj,VERB,671,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
408,,,,,,,
ɲan Oje mərəŋtešnən.,,,,,,,
Опять плетётся наш Ое дальше на голышах.,,,,,,,
,,,,,,,
ɲan,ɲan,и,ɲan,CCONJ,,,
Oje,Oje,Ое,Oje,PROPN,,,
mərəŋtešnən,mərəŋte-šnə-Ø-n,идти.на.лыжах-mom-nfut-3sg,,VERB,672,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
409,,,,,,,
əmnən egďemkərtəki meneďekle.,,,,,,,
Добрался так до большого стойбища.,,,,,,,
,,,,,,,
əmnən,əm-nə-n,приходить-nfut-3sg,,VERB,673,,
egďemkərtəki,egďemkər-təki,большой-dir,,ADJ,674,,
meneďekle,meneď-ek-le,оседать-nmz.place-loc,,NOUN,675,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
410,,,,,,,
iččiďur noŋman quŋal irqəďilətən:,,,,,,,
"Бэлтэркэр, завидев его, заорали:",,,,,,,
,,,,,,,
iččiďur,ič-čiďu-r,видеть-ant-pl,,VERB,676,,
noŋman,noŋ-ma-n,он-acc-poss.3sg,noŋan,PRON,,,
quŋal,quŋa-l,ребенок-pl,,NOUN,677,,
irqəďilətən,irqə-ďi-lə-⊘-tən,кричать-prog-inch-pst-3pl,,VERB,678,,
:,,,,PUNCT,,,
,,,,,,,
,,,,,,,
411,,,,,,,
"- tawəre, pepəče əmədəne!",,,,,,,
— Вон какое-то страшилище идёт сюда!,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
tawəre,tawəre,вон,tawar,PART,,,
",",,,,PUNCT,,,
pepəče,pepəče,стращилище,,NOUN,679,,
əmədəne,əmə-də-Ø-ne,приходить-prog-nfut-3sg,,VERB,680,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
412,,,,,,,
"ɲurin Qaganqan, nan irqəšnən quŋaltəki:",,,,,,,
"Вышел Каганкан, глава кочевья, и накинулся на них:",,,,,,,
,,,,,,,
ɲurin,ɲu-ri-n,выходить-pst-3sg,ɲɵdej,VERB,,,
Qaganqan,Qaganqan,Каганкан,Kagankan,PROPN,,,
",",,,,PUNCT,,,
nan,nan,и,,CCONJ,,,
irqəšnən,irqə-š-nə-n,кричать-mom-pst-3sg,,VERB,681,,
quŋaltəki,quŋa-l-təki,ребенок-pl-dir,,NOUN,682,,
:,,,,PUNCT,,,
,,,,,,,
,,,,,,,
413,,,,,,,
- uruɲə!,,,,,,,
— Не галдите!,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
uruɲə,uruɲə,не.шуми,,INTJ,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
414,,,,,,,
bi menken arčildəďim olnewen!,,,,,,,
Я сам встречу гостя!,,,,,,,
,,,,,,,
bi,bi,я,bi,PRON,,,
menken,men-ken,refl-dim,menken,ADV,,,
arčildəďim,arčildə-ďi-m,встречать-fut-1sg,,VERB,683,,
olnewen,olne-we-n,гость-poss.1pl.exc-acc,,NOUN,684,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
415,,,,,,,
"qoč teγeduk emnən, temi našamnən.",,,,,,,
"Видать, человек дальний, раз он такой растерзанный.",,,,,,,
,,,,,,,
qoč,qoč,наверное,koč,ADV,,,
teγeduk,teγe-duk,даль-abl,tege,NOUN,,,
emnən,em-nə-n,приходить-pst-3sg,emdej,VERB,,,
",",,,,PUNCT,,,
temi,temi,поэтому,temi,ADV,,,
našamnən,naša-m-nə-n,рвать-ad-pst-3sg,,VERB,685,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
416,,,,,,,
Oje mərəŋten-de qawaq odən.,,,,,,,
"Ое кое-как переступает на лыжах, вконец растреснутых.",,,,,,,
,,,,,,,
Oje,Oje,Ое,Oje,PROPN,,,
mərəŋten,mərəŋte-Ø-n,идти.на.лыжах-nfut-3sg,,VERB,686,,
de,de,add,,PART,687,,
qawaq,qawa-q,искривляться-adj.bad,,ADJ,688,,
odən,o-də-n,стать-pst-3sg,odaj,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
417,,,,,,,
turku-tənda girqər.,,,,,,,
Голые коленки посинелые еле гнутся.,,,,,,,
,,,,,,,
turkutənda,turku-tə-n=da,не.мочь-pst-3sg=add,,VERB,689,,
girqər,girqə-r,ходить-cvb.neg,,VERB,690,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
418,,,,,,,
"- mata, teγeduk əməďinnə?",,,,,,,
"— Мата, издалека ли?",,,,,,,
,,,,,,,
-,,,,PUNCT,,,
mata,mata,дружище,mata,NOUN,,,
",",,,,PUNCT,,,
teγeduk,teγe-duk,даль-abl,tege,NOUN,,,
əməďinnə,əmə-ďi-⊘-nnə,приходить-prog-nfut-2sg,скакать-cond.ss,VERB,,,
?,,,,PUNCT,,,
,,,,,,,
,,,,,,,
419,,,,,,,
- taraq ešnəde barəγrə.,,,,,,,
— Тот даже ответить не может.,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
taraq,taraq,dem.dist,tarak,ADV,,,
ešnəde,e-s-nə=de,neg.aux-nfut-3sg=add,,VERB,691,,
barəγrə,barəγ-rə,ответить-cvb.neg,,VERB,692,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
420,,,,,,,
"- ilə, mata, ɲaməldai.",,,,,,,
"— Заходи, мата, погрейся.",,,,,,,
,,,,,,,
-,,,,PUNCT,,,
ilə,i-lə,входить-imp,,VERB,693,,
",",,,,PUNCT,,,
